Timeline,ANALYTIC abstract from facility WITH CoC accreditation,ANALYTIC abstract from facility WITH CoC accreditation_lower_0.95,ANALYTIC abstract from facility WITH CoC accreditation_upper_0.95
0,1.0,1.0,1.0
1,0.8684472226168495,0.8627533571461707,0.8739224796877954
2,0.7696498868250303,0.7625184979670299,0.7765997192738391
3,0.7047518726526953,0.6969686904204504,0.712378571226942
4,0.6576315960187245,0.6494658516191882,0.6656591893608997
5,0.6184098924942103,0.6099712070147132,0.6267259430129458
6,0.5839321728241784,0.5752767624309888,0.5924787870232968
7,0.5526067963381777,0.5437670650799676,0.5613505778202753
8,0.525311213667234,0.5163184908629443,0.534219554010012
9,0.49885353289527945,0.4897156027064987,0.5079187486005238
10,0.47500821538946447,0.4657332516730264,0.4842214244146807
11,0.4542671655345266,0.4448686817885669,0.46361396485549095
12,0.4321312655190729,0.42259212722690964,0.4416301840780089
13,0.4109058626468113,0.4012214358301883,0.4205619983018278
14,0.3921104840714838,0.38228811476362745,0.40191613108479535
15,0.3742872802500528,0.36430901168830476,0.38426089266386326
16,0.3591788055359764,0.3490400589048264,0.3693242650598162
17,0.34550220932018705,0.335191254419164,0.3558313885486412
18,0.3325329071685283,0.3220083261049831,0.3430881641245295
19,0.31945743986252717,0.308670014352389,0.33029013662863277
20,0.308983425440805,0.2979269847148456,0.32009898862986746
21,0.2971157492921869,0.28565673491248444,0.3086531363295437
22,0.2843425488553266,0.27226525109400435,0.2965258991490316
23,0.2754315288057297,0.26265724870666346,0.2883402736432032
24,0.2712583238238247,0.25785018894968603,0.2848231471902924
