Timeline,Abstract from facility WITHOUT CoC accreditation,Abstract from facility WITHOUT CoC accreditation_lower_0.95,Abstract from facility WITHOUT CoC accreditation_upper_0.95
0,1.0,1.0,1.0
1,0.8269794721407625,0.8058412754660282,0.8460404043044517
2,0.7630695129343534,0.7393939455879484,0.7849163667902689
3,0.7274649969543834,0.7026140634294868,0.7506211361782424
4,0.7040523303857362,0.6785037318311656,0.727994089170448
5,0.6847150628845047,0.6585981904328618,0.7092944479717946
6,0.6679920355684655,0.641374365245691,0.6931291403808463
7,0.647271455440049,0.6200190227455499,0.6731111056139254
8,0.6366430243162386,0.6090392104879225,0.6628662050108161
9,0.6265197253430123,0.5985593509231539,0.6531283132819279
10,0.6217095930946973,0.5935614291086941,0.6485181562973464
11,0.6139704695292035,0.5854851641436545,0.6411330132306373
12,0.6040448499294246,0.5750650192450162,0.6317190895970394
13,0.5964372321721267,0.5670474819629645,0.6245329815796963
14,0.5900239286003838,0.5602702818997578,0.6184926710559813
15,0.581269864377826,0.5509609393951508,0.6103029373027439
16,0.5774830900170588,0.5469092991221824,0.6067835563108444
17,0.5713396528892175,0.5402905438324408,0.6011168059882995
18,0.5666756557227745,0.5351954732072615,0.5968802267225086
19,0.5666756557227745,0.5351954732072615,0.5968802267225086
20,0.5666756557227745,0.5351954732072615,0.5968802267225086
21,0.5666756557227745,0.5351954732072615,0.5968802267225086
22,0.5619136754225832,0.5292857493479409,0.5932071108607965
23,0.5360785639089014,0.4959827592041657,0.5744435007240718
24,0.5244246820847948,0.478886762277288,0.5678927922512829
