Timeline,Abstract from facility WITHOUT CoC accreditation,Abstract from facility WITHOUT CoC accreditation_lower_0.95,Abstract from facility WITHOUT CoC accreditation_upper_0.95
0,1.0,1.0,1.0
1,1.0,1.0,1.0
2,1.0,1.0,1.0
3,1.0,1.0,1.0
4,1.0,1.0,1.0
5,1.0,1.0,1.0
6,1.0,1.0,1.0
7,1.0,1.0,1.0
8,0.7500000000000001,0.12794691759514565,0.9605486422850785
9,0.7500000000000001,0.12794691759514565,0.9605486422850785
10,0.7500000000000001,0.12794691759514565,0.9605486422850785
11,0.7500000000000001,0.12794691759514565,0.9605486422850785
12,0.7500000000000001,0.12794691759514565,0.9605486422850785
13,0.7500000000000001,0.12794691759514565,0.9605486422850785
14,0.7500000000000001,0.12794691759514565,0.9605486422850785
15,0.7500000000000001,0.12794691759514565,0.9605486422850785
