Timeline,ANALYTIC abstract from facility WITH CoC accreditation,ANALYTIC abstract from facility WITH CoC accreditation_lower_0.95,ANALYTIC abstract from facility WITH CoC accreditation_upper_0.95
0,1.0,1.0,1.0
1,0.9117647058823528,0.7508681998211024,0.9706586771975844
2,0.8823529411764706,0.7162692431097136,0.954138998902061
3,0.8823529411764706,0.7162692431097136,0.954138998902061
4,0.8169934640522873,0.636418600266813,0.9135605544778858
5,0.8169934640522873,0.636418600266813,0.9135605544778858
6,0.8169934640522873,0.636418600266813,0.9135605544778858
7,0.8169934640522873,0.636418600266813,0.9135605544778858
8,0.7459505541346971,0.5534981415428102,0.8648202165190142
9,0.7459505541346971,0.5534981415428102,0.8648202165190142
10,0.7459505541346971,0.5534981415428102,0.8648202165190142
11,0.7459505541346971,0.5534981415428102,0.8648202165190142
12,0.7459505541346971,0.5534981415428102,0.8648202165190142
13,0.7459505541346971,0.5534981415428102,0.8648202165190142
14,0.7459505541346971,0.5534981415428102,0.8648202165190142
15,0.7459505541346971,0.5534981415428102,0.8648202165190142
16,0.7459505541346971,0.5534981415428102,0.8648202165190142
17,0.7459505541346971,0.5534981415428102,0.8648202165190142
