Timeline,ANALYTIC abstract from facility WITH CoC accreditation,ANALYTIC abstract from facility WITH CoC accreditation_lower_0.95,ANALYTIC abstract from facility WITH CoC accreditation_upper_0.95
0,1.0,1.0,1.0
1,0.9956363636363638,0.9903130368928721,0.9980372299595934
2,0.9880244648318038,0.980523506797345,0.9926474050387087
3,0.9808648672605587,0.9718034302425973,0.9870336698577601
4,0.971650935971177,0.9608938914639803,0.9794805908969928
5,0.9618182218077151,0.9494597666017432,0.971200557796964
6,0.9477428331958941,0.9333913806526467,0.9590700546152521
7,0.9418501316423447,0.9267293110365179,0.9539282365810666
8,0.9326363803545387,0.9163582168045463,0.9458404656736913
9,0.9196228494658708,0.9017889390573101,0.9343368095118222
10,0.9126910189422589,0.8940443581573349,0.9281886568648495
11,0.9040574552495619,0.884388363864292,0.9205315471271767
12,0.896021388980677,0.8753726198537569,0.9134194140355993
13,0.8871498900798784,0.865364581996193,0.90560397047494
14,0.8789507228887523,0.8560565678721754,0.8984215620198233
15,0.8680546395471562,0.8436243704377643,0.8889220204472466
16,0.8619843273824911,0.8366444418064592,0.8836696504663115
17,0.8509615098967815,0.823920428819987,0.8741706084735263
18,0.8435403339383797,0.8152792062211816,0.8678324534438243
19,0.8405701214949346,0.811721565988693,0.8653695515434476
20,0.8405701214949346,0.811721565988693,0.8653695515434476
21,0.8405701214949346,0.811721565988693,0.8653695515434476
22,0.8405701214949346,0.811721565988693,0.8653695515434476
23,0.8405701214949346,0.811721565988693,0.8653695515434476
24,0.8405701214949346,0.811721565988693,0.8653695515434476
