Index,Time Interval,Start,Died,Lost to Follow-up,Observed Interval,Observed Cum,Expected Interval,Expected Cum,Relative Interval,Relative Cum,SE Obs Interval,SE Obs Cum,SE Relative Interval,SE Relative Cum
1,< 1 mo,74,14,1,78.75%,78.75%,99.74%,99.74%,78.93%,78.93%,4.95%,4.95%,4.97%,4.97%
2,1-<2 mo,59,5,3,90.21%,71.77%,99.80%,99.54%,90.34%,72.02%,4.05%,5.27%,4.06%,5.30%
3,2-<3 mo,51,3,2,91.46%,65.88%,99.84%,99.38%,91.60%,66.21%,4.55%,5.63%,4.55%,5.68%
4,3-<4 mo,46,1,1,96.63%,64.17%,99.85%,99.24%,96.73%,64.53%,3.23%,5.66%,3.24%,5.71%
5,4-<5 mo,44,2,2,97.56%,61.90%,99.85%,99.09%,97.57%,62.28%,1.65%,5.84%,1.65%,5.89%
6,5-<6 mo,40,5,2,83.98%,53.83%,99.85%,98.95%,84.06%,54.19%,6.12%,5.82%,6.13%,5.88%
7,6-<7 mo,33,1,1,98.41%,52.55%,99.87%,98.82%,98.42%,52.90%,1.55%,5.91%,1.55%,5.97%
8,7-<8 mo,31,1,1,93.75%,50.59%,99.86%,98.68%,93.83%,50.96%,5.79%,5.85%,5.80%,5.91%
9,8-<9 mo,29,4,2,84.77%,43.20%,99.86%,98.54%,84.89%,43.65%,8.10%,6.07%,8.11%,6.16%
10,9-<10 mo,23,1,0,91.25%,41.24%,99.85%,98.40%,91.33%,41.66%,7.83%,5.93%,7.85%,6.02%
11,10-<11 mo,22,0,2,100.00%,41.24%,99.86%,98.26%,100.00%,41.66%,0.00%,5.93%,0.00%,6.02%
12,11-<12 mo,20,0,3,100.00%,41.24%,99.86%,98.11%,100.00%,41.66%,0.00%,5.93%,0.00%,6.02%
13,12-<13 mo,17,0,0,100.00%,41.24%,99.83%,97.95%,100.00%,41.66%,0.00%,5.93%,0.00%,6.02%
14,13-<14 mo,17,0,1,100.00%,41.24%,99.83%,97.78%,100.00%,41.66%,0.00%,5.93%,0.00%,6.02%
15,14-<15 mo,16,0,2,100.00%,41.24%,99.83%,97.62%,100.00%,41.66%,0.00%,5.93%,0.00%,6.02%
16,15-<16 mo,14,3,1,77.23%,33.19%,99.83%,97.45%,77.31%,33.63%,12.88%,6.32%,12.91%,6.43%
17,16-<17 mo,10,0,1,100.00%,33.19%,99.87%,97.33%,100.00%,33.63%,0.00%,6.32%,0.00%,6.43%
18,17-<18 mo,9,0,2,+,+,99.88%,97.21%,+,+,+,+,+,+
