Timeline,Abstract from facility WITHOUT CoC accreditation,Abstract from facility WITHOUT CoC accreditation_lower_0.95,Abstract from facility WITHOUT CoC accreditation_upper_0.95
0,1.0,1.0,1.0
1,0.8172673931265719,0.8011695599731705,0.8322016598777274
2,0.7066597760116977,0.6877383618626816,0.72467437461233
3,0.6107950777155368,0.5904601818212428,0.6304568956194424
4,0.5478560064755285,0.5269831890984664,0.5682155990077906
5,0.5065553266049845,0.4854661429220395,0.527239673281848
6,0.47535828665749585,0.454136783772765,0.4962584174300256
7,0.44449086544597005,0.4231606797372583,0.4655851153158037
8,0.421222216113899,0.3998178577679663,0.44245784422802625
9,0.40427288700052305,0.3828163029963077,0.42561179572741964
10,0.38782788820728165,0.3662813622232677,0.40930820627749287
11,0.37976341416138343,0.35815685897070954,0.4013300188860898
12,0.35977586604762646,0.33796687603097936,0.38161409745605684
13,0.3493223299881312,0.32738169317844457,0.3713314314406855
14,0.34096089123841533,0.318895667730726,0.3631278912746148
15,0.33078295418652237,0.3085200192214101,0.35319131284299116
16,0.3149776253175416,0.29234041492002255,0.3378362336413334
17,0.30154834671873176,0.27857787427190056,0.3248134672250461
18,0.2970919672105731,0.27393522125667197,0.3205717411030604
19,0.2834325664192825,0.259559004359786,0.30773043017820156
20,0.2814365624304143,0.25742665764258205,0.305888181370905
21,0.2763195340225886,0.25176478816631453,0.30137079342230444
22,0.2763195340225886,0.25176478816631453,0.30137079342230444
23,0.27171420845554556,0.2460292860548986,0.29797791623677056
