Timeline,ANALYTIC abstract from facility WITH CoC accreditation,ANALYTIC abstract from facility WITH CoC accreditation_lower_0.95,ANALYTIC abstract from facility WITH CoC accreditation_upper_0.95
0,1.0,1.0,1.0
1,0.9472520271930533,0.9431388244342747,0.9510754612315715
2,0.919326567466347,0.9143185537014005,0.9240541614532848
3,0.9011010576118523,0.8955935811618708,0.906333422859941
4,0.887642090434914,0.8817869186439883,0.8932251019291373
5,0.8755533898073551,0.8693942578418339,0.8814422423398414
6,0.8648419967312505,0.8584151035802873,0.8709995274760785
7,0.8537431185648444,0.8470388214440989,0.8601783638822135
8,0.8443485807841404,0.8374052564714164,0.851022413267491
9,0.8370462403757171,0.8299109912985311,0.8439110289489951
10,0.8302830340608938,0.8229616612525389,0.8373323533897232
11,0.8223567043801207,0.8148088285615708,0.8296300131275045
12,0.813226171022828,0.8054070644532151,0.820767087929823
13,0.8074150407684798,0.7994116626166813,0.8151371448171145
14,0.8027520485294805,0.7945908161258465,0.8106288812746265
15,0.7978283975939467,0.7894852138145354,0.805882891538684
16,0.7931808535302924,0.7846452136241153,0.8014224150615377
17,0.7892186638154981,0.780500288014765,0.7976371675152814
18,0.7855093931612677,0.7765936474937866,0.7941181229881741
19,0.7825674104153453,0.7734725453186421,0.7913481040964219
20,0.781046385322215,0.7718430437908188,0.7899307885576357
21,0.7796582697084904,0.7703326042423934,0.7886590550425625
22,0.7732437289704249,0.7632219809600089,0.7829038254666392
23,0.7693580820911766,0.7587974491116056,0.7795259863200344
24,0.7681251364467996,0.7572943667992542,0.7785458615527256
