Timeline,Abstract from facility WITHOUT CoC accreditation,Abstract from facility WITHOUT CoC accreditation_lower_0.95,Abstract from facility WITHOUT CoC accreditation_upper_0.95
0,1.0,1.0,1.0
1,0.9154929577464785,0.8215358028060604,0.9611199219867067
2,0.8711949114039071,0.7669576361836936,0.9308458204510023
3,0.8066619550036175,0.6897320470220786,0.8831403524566724
4,0.7898564976077085,0.6702208704795628,0.870162506021739
5,0.7705917049831301,0.6470516014254788,0.8555606968567214
6,0.7300342468261233,0.599195222832787,0.8242165010273308
7,0.7300342468261233,0.599195222832787,0.8242165010273308
8,0.7085626513312372,0.5742558014564517,0.8073626043798873
9,0.686420068477136,0.5488976417477291,0.7897639485189872
10,0.6627504109434416,0.521816292056854,0.7709329209404798
11,0.6627504109434416,0.521816292056854,0.7709329209404798
12,0.6627504109434416,0.521816292056854,0.7709329209404798
13,0.6627504109434416,0.521816292056854,0.7709329209404798
14,0.6627504109434416,0.521816292056854,0.7709329209404798
15,0.6311908675651823,0.48267573029426697,0.7477539363120123
16,0.6311908675651823,0.48267573029426697,0.7477539363120123
17,0.6311908675651823,0.48267573029426697,0.7477539363120123
18,0.6311908675651823,0.48267573029426697,0.7477539363120123
19,0.6311908675651823,0.48267573029426697,0.7477539363120123
