Timeline,Abstract from facility WITHOUT CoC accreditation,Abstract from facility WITHOUT CoC accreditation_lower_0.95,Abstract from facility WITHOUT CoC accreditation_upper_0.95
0,1.0,1.0,1.0
1,0.9571639586410633,0.9389410614982949,0.9700349413586132
2,0.9355853830839379,0.9141168137766239,0.951828837446098
3,0.9162284441235808,0.8922501838459393,0.9350652925870263
4,0.906269439296151,0.8811120127028667,0.9263267083557456
5,0.8924596192687813,0.8657301353173235,0.914133147781777
6,0.8778590529003755,0.8495132232568309,0.9011781736735059
7,0.870107538084478,0.8408985012296645,0.8942936461507112
8,0.8617611828030926,0.8315750134879731,0.8869080675585692
9,0.8551322506276842,0.8241482577331108,0.8810544714866225
10,0.8480258884341026,0.8161433601836794,0.8748077507495012
11,0.84553169464459,0.8133215558003413,0.8726236306001863
12,0.84553169464459,0.8133215558003413,0.8726236306001863
13,0.8426360381560813,0.8099657683175355,0.8701444403357864
14,0.8426360381560813,0.8099657683175355,0.8701444403357864
15,0.8360011087217816,0.8021162686985401,0.8645785632325788
16,0.8288558001002276,0.79361615301844,0.8586201575707278
17,0.8175016110577589,0.7801248457752606,0.8491461348224176
18,0.8175016110577589,0.7801248457752606,0.8491461348224176
19,0.8175016110577589,0.7801248457752606,0.8491461348224176
20,0.8175016110577589,0.7801248457752606,0.8491461348224176
21,0.8175016110577589,0.7801248457752606,0.8491461348224176
22,0.8175016110577589,0.7801248457752606,0.8491461348224176
23,0.7947932329728215,0.7446144201621617,0.8362059068439119
24,0.7749234021485009,0.7093759856468751,0.8274885792041506
