Timeline,ANALYTIC abstract from facility WITH CoC accreditation,ANALYTIC abstract from facility WITH CoC accreditation_lower_0.95,ANALYTIC abstract from facility WITH CoC accreditation_upper_0.95
0,1.0,1.0,1.0
1,0.9713589274832419,0.9620617284583812,0.9784033276051505
2,0.95166492699143,0.9400145014909279,0.9610995356503265
3,0.9429217156480457,0.9303481348292744,0.9532826968752434
4,0.9365410423842616,0.9233075506936648,0.9475561841420973
5,0.9299145727447502,0.9160119499797615,0.9415896212962478
6,0.9213114942752866,0.9065424055449726,0.9338323158899114
7,0.9130188615635374,0.8974231520088878,0.9263414026283039
8,0.9023920658906348,0.8857443405045407,0.9167290851510022
9,0.8976625477255894,0.8805398661123373,0.9124540538839856
10,0.8845800218058215,0.866145207848572,0.9006231146990831
11,0.8736457817340564,0.8541110584659949,0.890734058591572
12,0.8616780312993434,0.8409135650269663,0.8799282986100091
13,0.8564715175150573,0.8351504174448376,0.8752438269729516
14,0.8494627489592872,0.8273569755562367,0.8689654459181091
15,0.8433515061610187,0.8205212479593926,0.8635228971080154
16,0.8349348244628055,0.8110417434492305,0.8560791167956653
17,0.8292291195120344,0.8045430012191415,0.8510907720062197
18,0.8250091239928893,0.7996828238349816,0.8474440701642707
19,0.8178142769813237,0.7912740807767731,0.8413241829488042
20,0.8121152227863319,0.7844583725884753,0.8365996450497645
21,0.8086594133276669,0.7801875373986354,0.833843286349756
22,0.7994701018125802,0.7682018992732758,0.8270040462665101
23,0.7994701018125802,0.7682018992732758,0.8270040462665101
24,0.7994701018125802,0.7682018992732758,0.8270040462665101
