Timeline,ANALYTIC abstract from facility WITH CoC accreditation,ANALYTIC abstract from facility WITH CoC accreditation_lower_0.95,ANALYTIC abstract from facility WITH CoC accreditation_upper_0.95
0,1.0,1.0,1.0
1,0.8157894736842106,0.7088708543671793,0.886501142805397
2,0.7489214840379641,0.6350262457397656,0.8318649771339589
3,0.7065297019226074,0.5890638973402713,0.7960978787057377
4,0.6918103331325529,0.5732047392528283,0.7835417426869307
5,0.6617316229963548,0.5410809020125075,0.7576191802856287
6,0.5829540488301219,0.45886603598395376,0.6880882653954283
7,0.5662982188635473,0.4417467201748208,0.6731667037395169
8,0.5491376667767731,0.42416375840215487,0.657751485664009
9,0.47828119364428623,0.3532274251905202,0.5928916799017605
10,0.45914994589851493,0.33427773779756076,0.5752714491854982
11,0.45914994589851493,0.33427773779756076,0.5752714491854982
12,0.45914994589851493,0.33427773779756076,0.5752714491854982
13,0.45914994589851493,0.33427773779756076,0.5752714491854982
14,0.45914994589851493,0.33427773779756076,0.5752714491854982
15,0.45914994589851493,0.33427773779756076,0.5752714491854982
16,0.3730593310425434,0.2432069138653686,0.502755382370575
17,0.3730593310425434,0.2432069138653686,0.502755382370575
18,0.3730593310425434,0.2432069138653686,0.502755382370575
