Timeline,ANALYTIC abstract from facility WITH CoC accreditation,ANALYTIC abstract from facility WITH CoC accreditation_lower_0.95,ANALYTIC abstract from facility WITH CoC accreditation_upper_0.95
0,1.0,1.0,1.0
1,0.9514913319694204,0.9483039327072779,0.9544869546431268
2,0.9242866733426907,0.9203595021216772,0.9280278462741252
3,0.9050586205025543,0.9006884102009339,0.9092463461812359
4,0.8909544479491562,0.8862800472423368,0.895448231491417
5,0.8791686546880094,0.8742478664834392,0.8839099117330592
6,0.8692376199812824,0.8641102060286092,0.8741859378140243
7,0.8595274769363944,0.8541968151350654,0.8646790254768116
8,0.8505748627815342,0.845053302784602,0.8559168332885044
9,0.8442266818134968,0.8385656096337439,0.8497074679515927
10,0.8376876958446839,0.8318759824732385,0.8433179225170268
11,0.8308711534529027,0.8248953113165293,0.8366637985736962
12,0.8229638144428111,0.8167898741525085,0.8289521118820823
13,0.8170816111364034,0.810750849512482,0.8232243722105269
14,0.811807092057198,0.8053277472223608,0.818095887575396
15,0.807540547378446,0.8009295478413907,0.8139583027250323
16,0.8036337932520862,0.7968880871407653,0.8101830055434686
17,0.8004031046359968,0.793533302038522,0.807073025838855
18,0.7970478983287197,0.7900289620985798,0.8038623032585944
19,0.7942862718153213,0.7871278618570324,0.8012353838666549
20,0.7928006989877369,0.7855543591692018,0.7998344387186633
21,0.7918994477194672,0.7845873838961737,0.7989961911221586
22,0.7861247798945801,0.7782831565803356,0.7937271063980733
23,0.7824901210707614,0.7742175102250066,0.7905020950119559
24,0.7816469205092625,0.7732125657337313,0.789811752675527
