Index,Time Interval,Start,Died,Lost to Follow-up,Observed Interval,Observed Cum,Expected Interval,Expected Cum,Relative Interval,Relative Cum,SE Obs Interval,SE Obs Cum,SE Relative Interval,SE Relative Cum
1,< 1 mo,158,16,7,90.25%,90.25%,99.79%,99.79%,90.44%,90.44%,2.34%,2.34%,2.35%,2.35%
2,1-<2 mo,135,18,5,87.25%,78.95%,99.81%,99.60%,87.41%,79.24%,2.80%,3.22%,2.81%,3.23%
3,2-<3 mo,112,18,6,83.45%,66.34%,99.81%,99.41%,83.59%,66.67%,3.40%,3.72%,3.41%,3.75%
4,3-<4 mo,88,9,6,88.38%,59.30%,99.82%,99.23%,88.54%,59.70%,3.58%,3.89%,3.58%,3.92%
5,4-<5 mo,73,7,3,89.51%,53.41%,99.81%,99.04%,89.68%,53.86%,3.85%,4.06%,3.85%,4.10%
6,5-<6 mo,63,8,1,86.35%,46.67%,99.81%,98.85%,86.52%,47.14%,4.61%,4.15%,4.62%,4.19%
7,6-<7 mo,54,6,2,87.35%,41.22%,99.81%,98.66%,87.52%,41.71%,4.95%,4.16%,4.96%,4.21%
8,7-<8 mo,46,3,3,91.57%,38.63%,99.81%,98.47%,91.73%,39.13%,4.73%,4.10%,4.74%,4.15%
9,8-<9 mo,40,0,3,100.00%,38.63%,99.80%,98.28%,100.00%,39.13%,0.00%,4.10%,0.00%,4.15%
10,9-<10 mo,37,6,0,81.39%,32.45%,99.80%,98.08%,81.56%,32.99%,6.97%,4.07%,6.98%,4.14%
11,10-<11 mo,31,2,2,93.27%,30.58%,99.79%,97.87%,93.42%,31.09%,4.38%,4.03%,4.40%,4.11%
12,11-<12 mo,27,2,1,88.14%,28.51%,99.77%,97.65%,88.33%,29.03%,7.67%,3.92%,7.68%,4.00%
13,12-<13 mo,24,2,1,83.71%,25.68%,99.73%,97.40%,83.74%,26.19%,10.04%,3.88%,10.05%,3.96%
14,13-<14 mo,21,2,1,93.97%,22.54%,99.72%,97.13%,93.98%,23.04%,3.79%,4.01%,3.79%,4.09%
15,14-<15 mo,18,2,2,90.99%,19.74%,99.72%,96.86%,91.20%,20.33%,5.95%,4.01%,5.97%,4.11%
16,15-<16 mo,14,1,0,94.27%,17.75%,99.74%,96.61%,94.28%,18.33%,5.12%,4.00%,5.12%,4.11%
17,16-<17 mo,13,0,1,+,+,99.74%,96.37%,+,+,+,+,+,+
