Index,Time Interval,Start,Died,Lost to Follow-up,Observed Interval,Observed Cum,Expected Interval,Expected Cum,Relative Interval,Relative Cum,SE Obs Interval,SE Obs Cum,SE Relative Interval,SE Relative Cum
1,< 1 mo,157,3,5,98.34%,98.34%,99.74%,99.74%,98.59%,98.59%,0.98%,0.98%,0.99%,0.99%
2,1-<2 mo,149,11,9,93.00%,91.46%,99.74%,99.48%,93.24%,91.94%,2.30%,2.45%,2.30%,2.46%
3,2-<3 mo,129,4,5,97.08%,88.81%,99.75%,99.23%,97.31%,89.48%,1.47%,2.73%,1.47%,2.75%
4,3-<4 mo,120,5,6,95.26%,84.55%,99.74%,98.97%,95.51%,85.43%,2.37%,3.39%,2.38%,3.41%
5,4-<5 mo,109,4,6,95.72%,80.87%,99.74%,98.72%,95.94%,81.89%,2.52%,3.90%,2.53%,3.93%
6,5-<6 mo,99,5,4,95.55%,77.25%,99.75%,98.47%,95.78%,78.44%,1.99%,4.12%,2.00%,4.16%
7,6-<7 mo,90,5,12,96.09%,74.26%,99.75%,98.23%,96.28%,75.51%,1.67%,4.24%,1.68%,4.29%
8,7-<8 mo,73,7,8,87.93%,65.07%,99.75%,97.98%,88.16%,66.41%,4.71%,5.17%,4.71%,5.24%
9,8-<9 mo,58,2,2,97.57%,63.53%,99.78%,97.76%,97.74%,64.92%,1.67%,5.22%,1.68%,5.29%
10,9-<10 mo,54,6,5,90.35%,57.33%,99.77%,97.54%,90.55%,58.69%,3.72%,5.49%,3.73%,5.58%
11,10-<11 mo,43,3,5,94.53%,54.47%,99.78%,97.33%,94.69%,55.78%,2.95%,5.55%,2.97%,5.65%
12,11-<12 mo,35,1,4,97.10%,52.73%,99.82%,97.16%,97.12%,54.05%,2.75%,5.66%,2.75%,5.76%
13,12-<13 mo,30,1,0,96.55%,50.89%,99.81%,96.97%,96.57%,52.19%,3.23%,5.74%,3.23%,5.85%
14,13-<14 mo,29,1,2,96.06%,49.04%,99.80%,96.79%,96.08%,50.33%,3.65%,5.77%,3.65%,5.88%
15,14-<15 mo,26,2,2,90.19%,43.93%,99.81%,96.60%,90.23%,45.23%,6.31%,6.06%,6.31%,6.18%
16,15-<16 mo,22,2,2,90.50%,40.34%,99.80%,96.41%,90.67%,41.87%,6.30%,6.09%,6.31%,6.25%
17,16-<17 mo,18,3,4,80.59%,31.10%,99.81%,96.24%,80.71%,32.43%,10.23%,6.88%,10.24%,7.05%
18,17-<18 mo,11,0,3,100.00%,31.10%,99.84%,96.09%,100.00%,32.43%,0.00%,6.88%,0.00%,7.05%
19,18-<19 mo,8,1,2,89.06%,27.33%,99.83%,95.93%,89.16%,28.44%,9.48%,7.31%,9.50%,7.55%
20,19-<20 mo,5,0,1,100.00%,27.33%,99.78%,95.73%,100.00%,28.44%,0.00%,7.31%,0.00%,7.55%
21,20-<21 mo,4,0,1,+,+,99.91%,95.64%,+,+,+,+,+,+
