Index,Time Interval,Start,Died,Lost to Follow-up,Observed Interval,Observed Cum,Expected Interval,Expected Cum,Relative Interval,Relative Cum,SE Obs Interval,SE Obs Cum,SE Relative Interval,SE Relative Cum
1,< 1 mo,43,20,1,60.36%,60.36%,99.52%,99.52%,60.59%,60.59%,7.82%,7.82%,7.85%,7.85%
2,1-<2 mo,22,4,1,85.41%,53.97%,99.51%,99.04%,85.71%,54.26%,5.96%,7.67%,6.02%,7.71%
3,2-<3 mo,17,3,1,83.56%,47.37%,99.46%,98.51%,83.93%,47.71%,8.30%,7.67%,8.37%,7.72%
4,3-<4 mo,13,2,0,82.49%,43.62%,99.47%,97.99%,82.79%,43.90%,9.59%,7.44%,9.70%,7.50%
5,4-<5 mo,11,0,0,100.00%,43.62%,99.41%,97.43%,100.00%,43.90%,0.00%,7.44%,0.00%,7.50%
6,5-<6 mo,11,1,0,90.80%,36.26%,99.41%,96.87%,90.83%,36.63%,7.51%,8.83%,7.52%,8.91%
7,6-<7 mo,10,0,0,100.00%,36.26%,99.42%,96.33%,100.00%,36.63%,0.00%,8.83%,0.00%,8.91%
8,7-<8 mo,10,0,3,100.00%,36.26%,99.42%,95.80%,100.00%,36.63%,0.00%,8.83%,0.00%,8.91%
9,8-<9 mo,7,0,0,100.00%,36.26%,99.43%,95.28%,100.00%,36.63%,0.00%,8.83%,0.00%,8.91%
10,9-<10 mo,7,0,0,100.00%,36.26%,99.43%,94.76%,100.00%,36.63%,0.00%,8.83%,0.00%,8.91%
11,10-<11 mo,7,0,2,100.00%,36.26%,99.43%,94.24%,100.00%,36.63%,0.00%,8.83%,0.00%,8.91%
12,11-<12 mo,5,0,1,+,+,99.60%,93.89%,+,+,+,+,+,+
