Timeline,ANALYTIC abstract from facility WITH CoC accreditation,ANALYTIC abstract from facility WITH CoC accreditation_lower_0.95,ANALYTIC abstract from facility WITH CoC accreditation_upper_0.95
0,1.0,1.0,1.0
1,0.8262123197903017,0.8138119193418327,0.8378711119463397
2,0.7605530625884233,0.7465866611428531,0.7738705573852374
3,0.7266303435299443,0.7119996964871015,0.7406589497342919
4,0.6958434552602674,0.6806588030751024,0.7104672479283387
5,0.6753589332530586,0.6598174814086007,0.6903659351695207
6,0.6556818087780314,0.6397946333308848,0.6710588729308443
7,0.6338971735190663,0.6176154792617565,0.6496945965491951
8,0.6125640955640977,0.5958910709245102,0.6287780305839666
9,0.592790674859944,0.5757360177233074,0.6094091790151843
10,0.5751743100795592,0.5577687628683189,0.5921644717711627
11,0.5580899246316516,0.5403239506290792,0.5754608335752921
12,0.5427577838450678,0.5246483185460388,0.5604907878003709
13,0.5242928283121941,0.5057315232944248,0.5425005470148486
14,0.5096614005453424,0.49071483693928697,0.5282734363315144
15,0.4990018156973351,0.4797433440647132,0.5179398832143456
16,0.4944722984595379,0.4750494480548505,0.5135801098192802
17,0.48441523476205606,0.46456842133880455,0.503958205849447
18,0.4756957605363391,0.455401938941339,0.4956946081128981
19,0.4700595548427805,0.4494108967445059,0.4904180335716747
20,0.4541253326447201,0.43228978519990047,0.47568454470972504
21,0.44327592196720095,0.42052773110457126,0.4657600039560182
22,0.44116508424354767,0.41815052234440103,0.4639164923150532
23,0.43536028050350084,0.411275547618236,0.4591785504203267
24,0.43536028050350084,0.411275547618236,0.4591785504203267
