Timeline,ANALYTIC abstract from facility WITH CoC accreditation,ANALYTIC abstract from facility WITH CoC accreditation_lower_0.95,ANALYTIC abstract from facility WITH CoC accreditation_upper_0.95
0,1.0,1.0,1.0
1,0.7133757961783439,0.6357268733456342,0.777381233769994
2,0.6485234510712218,0.5681736439294649,0.7176783520230258
3,0.6150944072015713,0.5337905771222421,0.6864476374523685
4,0.5945912602948523,0.5128295220302076,0.6671640598724035
5,0.5736056864020928,0.4914539737600289,0.6473468248244161
6,0.5736056864020928,0.4914539737600289,0.6473468248244161
7,0.5572169525048901,0.47437715327353125,0.6321768619012436
8,0.5483722389730665,0.4650760702671145,0.6240630735971046
9,0.5382171975106024,0.4541246402352684,0.6149795349556924
10,0.5274528535603903,0.4424490985593996,0.6054190901909886
11,0.5274528535603903,0.4424490985593996,0.6054190901909886
12,0.5274528535603903,0.4424490985593996,0.6054190901909886
13,0.51146943375553,0.4233499352679578,0.592754327915791
14,0.51146943375553,0.4233499352679578,0.592754327915791
15,0.51146943375553,0.4233499352679578,0.592754327915791
16,0.49101065640530894,0.39760012365656,0.577786772134971
17,0.49101065640530894,0.39760012365656,0.577786772134971
