Timeline,ANALYTIC abstract from facility WITH CoC accreditation,ANALYTIC abstract from facility WITH CoC accreditation_lower_0.95,ANALYTIC abstract from facility WITH CoC accreditation_upper_0.95
0,1.0,1.0,1.0
1,0.9457121551081279,0.9400174654180381,0.9508804115527821
2,0.893268259732988,0.8855316192244113,0.900511800795821
3,0.8452360336177814,0.8361260730515959,0.8538848148990937
4,0.8054054494142499,0.795353569761863,0.8150227278360399
5,0.7684253207443181,0.7576091125292516,0.7788319266223908
6,0.7387008573763689,0.7273211146265658,0.7496909049753425
7,0.7110651344215461,0.6991953731905872,0.7225639429258638
8,0.6868705062403854,0.6745850794648182,0.6988012149300732
9,0.6606104968595201,0.6478818961958299,0.6730019841204833
10,0.642941865442772,0.629909272509236,0.6556489095011176
11,0.6151588088847068,0.6016495688960389,0.628361280762569
12,0.5917912202634573,0.577884560789754,0.6054079358327955
13,0.572248063350732,0.5579951478746981,0.5862254532401708
14,0.5527658730808573,0.538152512274205,0.5671186509028917
15,0.5347016288625285,0.5197289405199368,0.5494280413870888
16,0.516945499300301,0.5015749753238559,0.5320840052439683
17,0.4995203701104031,0.4837225088439312,0.5151011311476626
18,0.4804468368863731,0.46409833196241157,0.4965952957423895
19,0.47324013433307766,0.4566352611117889,0.4896512472020044
20,0.459595881598133,0.44237136078032274,0.4766376259743817
21,0.4391693979715492,0.42087348901815214,0.4573028229416268
22,0.4359946794319961,0.41748158980581634,0.45434842846091283
23,0.4316347326376763,0.4126591929808605,0.4504530561406942
24,0.42713853750603387,0.407359622256064,0.44675813193389746
