Timeline,ANALYTIC abstract from facility WITH CoC accreditation,ANALYTIC abstract from facility WITH CoC accreditation_lower_0.95,ANALYTIC abstract from facility WITH CoC accreditation_upper_0.95
0,1.0,1.0,1.0
1,0.9653064893043323,0.9601555532387651,0.9698020386444374
2,0.9387521457395873,0.9320651028713367,0.9448005911855609
3,0.9223989354031868,0.9149311570836054,0.9292367466949017
4,0.9063572147874785,0.8981802904278792,0.9139093158208579
5,0.8944114571039631,0.8857295019067074,0.9024706010234561
6,0.8837258092941301,0.8746044397405808,0.8922251991040584
7,0.8758672936092184,0.866425251182251,0.8846870640219009
8,0.8690166513938505,0.8592864602692687,0.8781225802305181
9,0.8625595617240506,0.852549854327448,0.8719417566111741
10,0.8548042809493095,0.8444472728075376,0.8645281301893675
11,0.8473738924151616,0.8366696563251854,0.8574376472051939
12,0.8386311459061162,0.8274983074593737,0.8491124963558612
13,0.832424472209815,0.8209712628724425,0.8432166007690524
14,0.8229740524685493,0.8110138273458783,0.8342566612719828
15,0.81612663445529,0.8037815853124152,0.8277804009997616
16,0.8118931245359251,0.7992903745019194,0.8237941237770058
17,0.8071970846125167,0.7942795071214566,0.8193983220485885
18,0.7989723690487792,0.7854488121332103,0.8117486292369404
19,0.7929042244737255,0.7788817973800344,0.8061513770436741
20,0.7881892340407803,0.7737215372406767,0.8018539738695799
21,0.7862714986781506,0.7715811506684365,0.8001431978585725
22,0.7838633164463642,0.7688176799089064,0.79806236115537
23,0.7773447025881827,0.761030230671186,0.7927018747016109
24,0.7773447025881827,0.761030230671186,0.7927018747016109
