Timeline,ANALYTIC abstract from facility WITH CoC accreditation,ANALYTIC abstract from facility WITH CoC accreditation_lower_0.95,ANALYTIC abstract from facility WITH CoC accreditation_upper_0.95
0,1.0,1.0,1.0
1,0.9024731684554361,0.8891204844131304,0.9142961243670025
2,0.8303532824233598,0.8136043413835341,0.8457429010519377
3,0.7815687566506283,0.7631057140880084,0.7987881253648247
4,0.74283995384344,0.723195974656443,0.7613282846893065
5,0.7088167498506107,0.6882369617477619,0.7283176923910797
6,0.6820577282539014,0.6607976442984873,0.702299938720222
7,0.6519392637127907,0.6299539725679493,0.6729758489249171
8,0.6305860841438972,0.6080958747228992,0.6521765230656644
9,0.6091861039127698,0.5861787220716638,0.6313421518587145
10,0.5863985937913445,0.5628388821836634,0.6091597208453502
11,0.5622772331956721,0.5380949313440557,0.5857170000554476
12,0.5460055447752187,0.5213759908754338,0.5699311304173474
13,0.5262585087978146,0.501038774488233,0.550822060846814
14,0.5058525666199403,0.4799925523172679,0.5311095776227236
15,0.4951655405645892,0.46892553888977573,0.5208310115656188
16,0.479404303199138,0.4525272172109472,0.5057499481910919
17,0.46181148473311456,0.43414309098373766,0.4890010303211947
18,0.44691434006430464,0.4184858870511179,0.4749131684727193
19,0.44322083312162425,0.4145725970511727,0.47145201726177977
20,0.4323575774078591,0.40287832505846827,0.46145561698892745
21,0.4218122706418134,0.3913030773440982,0.45197677496195215
22,0.4087328203893543,0.37660638111115213,0.44056618944474873
23,0.3998473242939335,0.3661580417779781,0.43328233778563613
24,0.3998473242939335,0.3661580417779781,0.43328233778563613
